keen_agnesi: CPU: 212.75%, Memory: 1.045GiB / 251.5GiB
stoic_beaver: CPU: 1513.99%, Memory: 11.99GiB / 251.5GiB
stoic_beaver: CPU: 1544.18%, Memory: 12GiB / 251.5GiB
stoic_beaver: CPU: 1549.99%, Memory: 11.99GiB / 251.5GiB
stoic_beaver: CPU: 1585.94%, Memory: 11.99GiB / 251.5GiB
stoic_beaver: CPU: 1499.41%, Memory: 12GiB / 251.5GiB
stoic_beaver: CPU: 1495.63%, Memory: 11.99GiB / 251.5GiB
stoic_beaver: CPU: 1549.99%, Memory: 11.99GiB / 251.5GiB
stoic_beaver: CPU: 1532.38%, Memory: 11.99GiB / 251.5GiB
stoic_beaver: CPU: 1543.19%, Memory: 11.99GiB / 251.5GiB
stoic_beaver: CPU: 1533.55%, Memory: 11.99GiB / 251.5GiB
stoic_beaver: CPU: 1543.71%, Memory: 11.99GiB / 251.5GiB
stoic_beaver: CPU: 1551.82%, Memory: 11.99GiB / 251.5GiB
stoic_beaver: CPU: 1553.85%, Memory: 11.99GiB / 251.5GiB
stoic_beaver: CPU: 1530.90%, Memory: 12GiB / 251.5GiB
stoic_beaver: CPU: 1502.18%, Memory: 11.99GiB / 251.5GiB
stoic_beaver: CPU: 1491.55%, Memory: 11.99GiB / 251.5GiB
stoic_beaver: CPU: 1543.47%, Memory: 11.99GiB / 251.5GiB
stoic_beaver: CPU: 1495.34%, Memory: 11.99GiB / 251.5GiB
stoic_beaver: CPU: 1498.43%, Memory: 12GiB / 251.5GiB
stoic_beaver: CPU: 1506.59%, Memory: 11.99GiB / 251.5GiB
stoic_beaver: CPU: 1497.77%, Memory: 11.99GiB / 251.5GiB
stoic_beaver: CPU: 1493.86%, Memory: 11.99GiB / 251.5GiB
stoic_beaver: CPU: 1491.10%, Memory: 11.99GiB / 251.5GiB
stoic_beaver: CPU: 1494.83%, Memory: 11.99GiB / 251.5GiB
stoic_beaver: CPU: 1511.06%, Memory: 11.99GiB / 251.5GiB
stoic_beaver: CPU: 1494.41%, Memory: 12GiB / 251.5GiB
stoic_beaver: CPU: 1488.54%, Memory: 11.99GiB / 251.5GiB
stoic_beaver: CPU: 1495.02%, Memory: 11.99GiB / 251.5GiB
stoic_beaver: CPU: 1493.15%, Memory: 11.99GiB / 251.5GiB
stoic_beaver: CPU: 1504.50%, Memory: 11.99GiB / 251.5GiB
stoic_beaver: CPU: 1510.38%, Memory: 12GiB / 251.5GiB
stoic_beaver: CPU: 1503.38%, Memory: 12GiB / 251.5GiB
stoic_beaver: CPU: 1532.99%, Memory: 11.99GiB / 251.5GiB
stoic_beaver: CPU: 1498.44%, Memory: 11.99GiB / 251.5GiB
stoic_beaver: CPU: 1497.74%, Memory: 12GiB / 251.5GiB
stoic_beaver: CPU: 1510.05%, Memory: 11.99GiB / 251.5GiB
stoic_beaver: CPU: 1490.99%, Memory: 12GiB / 251.5GiB
stoic_beaver: CPU: 1492.27%, Memory: 12GiB / 251.5GiB
stoic_beaver: CPU: 1547.08%, Memory: 12GiB / 251.5GiB
stoic_beaver: CPU: 1498.34%, Memory: 12GiB / 251.5GiB
stoic_beaver: CPU: 1497.34%, Memory: 12GiB / 251.5GiB
stoic_beaver: CPU: 1524.56%, Memory: 12GiB / 251.5GiB
stoic_beaver: CPU: 1509.04%, Memory: 12GiB / 251.5GiB
stoic_beaver: CPU: 1489.51%, Memory: 12GiB / 251.5GiB
stoic_beaver: CPU: 1495.01%, Memory: 12GiB / 251.5GiB
stoic_beaver: CPU: 1497.55%, Memory: 12GiB / 251.5GiB
stoic_beaver: CPU: 1521.95%, Memory: 12GiB / 251.5GiB
stoic_beaver: CPU: 1515.79%, Memory: 12GiB / 251.5GiB
stoic_beaver: CPU: 1489.41%, Memory: 12GiB / 251.5GiB
stoic_beaver: CPU: 1499.05%, Memory: 12GiB / 251.5GiB
stoic_beaver: CPU: 1486.74%, Memory: 12GiB / 251.5GiB
stoic_beaver: CPU: 1485.74%, Memory: 12GiB / 251.5GiB
stoic_beaver: CPU: 1486.36%, Memory: 12GiB / 251.5GiB
stoic_beaver: CPU: 1499.01%, Memory: 12GiB / 251.5GiB
stoic_beaver: CPU: 1494.71%, Memory: 12GiB / 251.5GiB
stoic_beaver: CPU: 1504.23%, Memory: 12GiB / 251.5GiB
stoic_beaver: CPU: 1509.87%, Memory: 12GiB / 251.5GiB
stoic_beaver: CPU: 1544.33%, Memory: 12GiB / 251.5GiB
stoic_beaver: CPU: 1528.40%, Memory: 12GiB / 251.5GiB
stoic_beaver: CPU: 1498.39%, Memory: 12GiB / 251.5GiB
stoic_beaver: CPU: 1509.49%, Memory: 12GiB / 251.5GiB
stoic_beaver: CPU: 1527.51%, Memory: 12GiB / 251.5GiB
stoic_beaver: CPU: 1493.54%, Memory: 12GiB / 251.5GiB
stoic_beaver: CPU: 1530.80%, Memory: 12GiB / 251.5GiB
stoic_beaver: CPU: 1537.13%, Memory: 12GiB / 251.5GiB
stoic_beaver: CPU: 1497.34%, Memory: 12GiB / 251.5GiB
stoic_beaver: CPU: 1493.54%, Memory: 12GiB / 251.5GiB
stoic_beaver: CPU: 1529.73%, Memory: 12GiB / 251.5GiB
stoic_beaver: CPU: 1504.48%, Memory: 12GiB / 251.5GiB
stoic_beaver: CPU: 1503.77%, Memory: 12GiB / 251.5GiB
stoic_beaver: CPU: 1497.98%, Memory: 12GiB / 251.5GiB
stoic_beaver: CPU: 1519.22%, Memory: 12GiB / 251.5GiB
stoic_beaver: CPU: 1486.92%, Memory: 12GiB / 251.5GiB
stoic_beaver: CPU: 1499.18%, Memory: 12GiB / 251.5GiB
stoic_beaver: CPU: 1500.22%, Memory: 12GiB / 251.5GiB
stoic_beaver: CPU: 1540.02%, Memory: 12GiB / 251.5GiB
stoic_beaver: CPU: 1554.90%, Memory: 12GiB / 251.5GiB
stoic_beaver: CPU: 1494.98%, Memory: 12GiB / 251.5GiB
stoic_beaver: CPU: 1508.22%, Memory: 12GiB / 251.5GiB
stoic_beaver: CPU: 1500.53%, Memory: 12GiB / 251.5GiB
stoic_beaver: CPU: 1499.68%, Memory: 12GiB / 251.5GiB
stoic_beaver: CPU: 1501.08%, Memory: 12GiB / 251.5GiB
stoic_beaver: CPU: 1496.97%, Memory: 12GiB / 251.5GiB
stoic_beaver: CPU: 1498.70%, Memory: 12GiB / 251.5GiB
stoic_beaver: CPU: 1547.08%, Memory: 12GiB / 251.5GiB
stoic_beaver: CPU: 1540.58%, Memory: 12GiB / 251.5GiB
stoic_beaver: CPU: 1553.70%, Memory: 12GiB / 251.5GiB
stoic_beaver: CPU: 1492.20%, Memory: 12GiB / 251.5GiB
stoic_beaver: CPU: 1502.24%, Memory: 12GiB / 251.5GiB
stoic_beaver: CPU: 1527.45%, Memory: 12GiB / 251.5GiB
stoic_beaver: CPU: 1532.77%, Memory: 12GiB / 251.5GiB
stoic_beaver: CPU: 1507.14%, Memory: 12GiB / 251.5GiB
stoic_beaver: CPU: 1548.68%, Memory: 12GiB / 251.5GiB
stoic_beaver: CPU: 1498.19%, Memory: 12GiB / 251.5GiB
stoic_beaver: CPU: 1504.03%, Memory: 12GiB / 251.5GiB
stoic_beaver: CPU: 1541.67%, Memory: 12GiB / 251.5GiB
stoic_beaver: CPU: 1551.09%, Memory: 12GiB / 251.5GiB
stoic_beaver: CPU: 1498.78%, Memory: 12GiB / 251.5GiB
stoic_beaver: CPU: 1490.72%, Memory: 12GiB / 251.5GiB
stoic_beaver: CPU: 1523.51%, Memory: 12GiB / 251.5GiB
stoic_beaver: CPU: 1497.18%, Memory: 12GiB / 251.5GiB
stoic_beaver: CPU: 1516.05%, Memory: 12GiB / 251.5GiB
stoic_beaver: CPU: 1518.97%, Memory: 12GiB / 251.5GiB
stoic_beaver: CPU: 1519.68%, Memory: 12GiB / 251.5GiB
stoic_beaver: CPU: 1495.04%, Memory: 12GiB / 251.5GiB
stoic_beaver: CPU: 1542.28%, Memory: 12GiB / 251.5GiB
stoic_beaver: CPU: 1559.85%, Memory: 12GiB / 251.5GiB
stoic_beaver: CPU: 1512.19%, Memory: 12GiB / 251.5GiB
stoic_beaver: CPU: 1489.58%, Memory: 12GiB / 251.5GiB
stoic_beaver: CPU: 1511.07%, Memory: 12GiB / 251.5GiB
stoic_beaver: CPU: 1494.63%, Memory: 12GiB / 251.5GiB
stoic_beaver: CPU: 1551.20%, Memory: 12GiB / 251.5GiB
stoic_beaver: CPU: 1541.29%, Memory: 12GiB / 251.5GiB
stoic_beaver: CPU: 1583.12%, Memory: 12GiB / 251.5GiB
stoic_beaver: CPU: 1580.22%, Memory: 12GiB / 251.5GiB
stoic_beaver: CPU: 1493.20%, Memory: 12GiB / 251.5GiB
stoic_beaver: CPU: 1539.15%, Memory: 12GiB / 251.5GiB
stoic_beaver: CPU: 1554.49%, Memory: 12GiB / 251.5GiB
stoic_beaver: CPU: 1547.96%, Memory: 12GiB / 251.5GiB
stoic_beaver: CPU: 1580.54%, Memory: 12.01GiB / 251.5GiB
stoic_beaver: CPU: 1516.61%, Memory: 12GiB / 251.5GiB
stoic_beaver: CPU: 1590.18%, Memory: 12.01GiB / 251.5GiB
stoic_beaver: CPU: 1586.12%, Memory: 12GiB / 251.5GiB
stoic_beaver: CPU: 1499.90%, Memory: 12GiB / 251.5GiB
stoic_beaver: CPU: 1491.35%, Memory: 12GiB / 251.5GiB
stoic_beaver: CPU: 1518.83%, Memory: 12.01GiB / 251.5GiB
stoic_beaver: CPU: 1548.64%, Memory: 12.01GiB / 251.5GiB
stoic_beaver: CPU: 1493.07%, Memory: 12GiB / 251.5GiB
stoic_beaver: CPU: 1492.75%, Memory: 12GiB / 251.5GiB
stoic_beaver: CPU: 1487.41%, Memory: 12.01GiB / 251.5GiB
stoic_beaver: CPU: 1500.13%, Memory: 12.01GiB / 251.5GiB
stoic_beaver: CPU: 1497.72%, Memory: 12.01GiB / 251.5GiB
stoic_beaver: CPU: 1498.16%, Memory: 12.01GiB / 251.5GiB
stoic_beaver: CPU: 1493.98%, Memory: 12.01GiB / 251.5GiB
stoic_beaver: CPU: 1555.23%, Memory: 12.01GiB / 251.5GiB
stoic_beaver: CPU: 1542.09%, Memory: 12.01GiB / 251.5GiB
stoic_beaver: CPU: 1498.55%, Memory: 12.01GiB / 251.5GiB
stoic_beaver: CPU: 1499.79%, Memory: 12.01GiB / 251.5GiB
stoic_beaver: CPU: 1498.06%, Memory: 12.01GiB / 251.5GiB
stoic_beaver: CPU: 1523.86%, Memory: 12.01GiB / 251.5GiB
stoic_beaver: CPU: 1492.68%, Memory: 12.01GiB / 251.5GiB
stoic_beaver: CPU: 1508.18%, Memory: 12.01GiB / 251.5GiB
stoic_beaver: CPU: 1507.76%, Memory: 12.01GiB / 251.5GiB
stoic_beaver: CPU: 1499.08%, Memory: 12.01GiB / 251.5GiB
stoic_beaver: CPU: 1492.67%, Memory: 12.01GiB / 251.5GiB
stoic_beaver: CPU: 1551.68%, Memory: 12.01GiB / 251.5GiB
stoic_beaver: CPU: 1489.94%, Memory: 12.01GiB / 251.5GiB
stoic_beaver: CPU: 1526.75%, Memory: 12.01GiB / 251.5GiB
stoic_beaver: CPU: 1489.77%, Memory: 12.01GiB / 251.5GiB
stoic_beaver: CPU: 1540.56%, Memory: 12.01GiB / 251.5GiB
stoic_beaver: CPU: 1501.06%, Memory: 12.01GiB / 251.5GiB
stoic_beaver: CPU: 1554.77%, Memory: 12.01GiB / 251.5GiB
stoic_beaver: CPU: 1562.18%, Memory: 12.01GiB / 251.5GiB
stoic_beaver: CPU: 1494.41%, Memory: 12.01GiB / 251.5GiB
stoic_beaver: CPU: 1545.42%, Memory: 12.01GiB / 251.5GiB
stoic_beaver: CPU: 1558.00%, Memory: 12.01GiB / 251.5GiB
stoic_beaver: CPU: 711.89%, Memory: 12.02GiB / 251.5GiB
stoic_beaver: CPU: 1184.67%, Memory: 12.15GiB / 251.5GiB
stoic_beaver: CPU: 899.67%, Memory: 12.55GiB / 251.5GiB
stoic_beaver: CPU: 872.04%, Memory: 13.29GiB / 251.5GiB
stoic_beaver: CPU: 616.70%, Memory: 14.1GiB / 251.5GiB
stoic_beaver: CPU: 1522.51%, Memory: 14.1GiB / 251.5GiB
stoic_beaver: CPU: 162.48%, Memory: 14.1GiB / 251.5GiB
stoic_beaver: CPU: 1587.66%, Memory: 14.1GiB / 251.5GiB
stoic_beaver: CPU: 100.96%, Memory: 17.09GiB / 251.5GiB
stoic_beaver: CPU: 100.33%, Memory: 17.98GiB / 251.5GiB
stoic_beaver: CPU: 98.64%, Memory: 17.98GiB / 251.5GiB
stoic_beaver: CPU: 99.81%, Memory: 18.33GiB / 251.5GiB
stoic_beaver: CPU: 1578.86%, Memory: 20.04GiB / 251.5GiB
stoic_beaver: CPU: 1580.00%, Memory: 20.04GiB / 251.5GiB
stoic_beaver: CPU: 1584.14%, Memory: 20.04GiB / 251.5GiB
stoic_beaver: CPU: 1582.44%, Memory: 20.04GiB / 251.5GiB
stoic_beaver: CPU: 1548.79%, Memory: 20.04GiB / 251.5GiB
stoic_beaver: CPU: 1564.78%, Memory: 20.04GiB / 251.5GiB
stoic_beaver: CPU: 1503.75%, Memory: 20.04GiB / 251.5GiB
stoic_beaver: CPU: 1549.27%, Memory: 20.04GiB / 251.5GiB
stoic_beaver: CPU: 100.63%, Memory: 20.04GiB / 251.5GiB
stoic_beaver: CPU: 1473.40%, Memory: 20.04GiB / 251.5GiB
stoic_beaver: CPU: 1555.06%, Memory: 20.04GiB / 251.5GiB
stoic_beaver: CPU: 1497.79%, Memory: 20.04GiB / 251.5GiB
stoic_beaver: CPU: 1547.30%, Memory: 20.04GiB / 251.5GiB
stoic_beaver: CPU: 1492.66%, Memory: 20.04GiB / 251.5GiB
stoic_beaver: CPU: 1498.10%, Memory: 20.04GiB / 251.5GiB
stoic_beaver: CPU: 1492.21%, Memory: 20.04GiB / 251.5GiB
stoic_beaver: CPU: 1481.32%, Memory: 20.04GiB / 251.5GiB
stoic_beaver: CPU: 1498.41%, Memory: 20.04GiB / 251.5GiB
stoic_beaver: CPU: 1577.78%, Memory: 20.04GiB / 251.5GiB
stoic_beaver: CPU: 1552.37%, Memory: 20.04GiB / 251.5GiB
stoic_beaver: CPU: 1553.64%, Memory: 20.04GiB / 251.5GiB
stoic_beaver: CPU: 1549.60%, Memory: 20.04GiB / 251.5GiB
stoic_beaver: CPU: 1578.35%, Memory: 20.04GiB / 251.5GiB
stoic_beaver: CPU: 1581.58%, Memory: 20.04GiB / 251.5GiB
stoic_beaver: CPU: 1586.03%, Memory: 20.04GiB / 251.5GiB
stoic_beaver: CPU: 1576.93%, Memory: 20.04GiB / 251.5GiB
stoic_beaver: CPU: 1557.38%, Memory: 20.04GiB / 251.5GiB
stoic_beaver: CPU: 1547.82%, Memory: 20.04GiB / 251.5GiB
stoic_beaver: CPU: 1581.61%, Memory: 20.04GiB / 251.5GiB
stoic_beaver: CPU: 1585.09%, Memory: 20.04GiB / 251.5GiB
stoic_beaver: CPU: 1517.45%, Memory: 20.04GiB / 251.5GiB
stoic_beaver: CPU: 1490.08%, Memory: 20.04GiB / 251.5GiB
stoic_beaver: CPU: 1516.98%, Memory: 20.04GiB / 251.5GiB
stoic_beaver: CPU: 1550.09%, Memory: 20.04GiB / 251.5GiB
stoic_beaver: CPU: 1546.57%, Memory: 20.04GiB / 251.5GiB
stoic_beaver: CPU: 1493.56%, Memory: 20.04GiB / 251.5GiB
stoic_beaver: CPU: 1559.96%, Memory: 20.04GiB / 251.5GiB
stoic_beaver: CPU: 1584.93%, Memory: 20.04GiB / 251.5GiB
stoic_beaver: CPU: 1578.80%, Memory: 20.04GiB / 251.5GiB
stoic_beaver: CPU: 1505.64%, Memory: 20.04GiB / 251.5GiB
stoic_beaver: CPU: 1528.82%, Memory: 20.04GiB / 251.5GiB
stoic_beaver: CPU: 1490.27%, Memory: 20.04GiB / 251.5GiB
stoic_beaver: CPU: 1504.20%, Memory: 20.04GiB / 251.5GiB
stoic_beaver: CPU: 1558.57%, Memory: 20.04GiB / 251.5GiB
stoic_beaver: CPU: 1540.62%, Memory: 20.04GiB / 251.5GiB
stoic_beaver: CPU: 1506.34%, Memory: 20.04GiB / 251.5GiB
stoic_beaver: CPU: 1516.26%, Memory: 20.04GiB / 251.5GiB
stoic_beaver: CPU: 1533.47%, Memory: 20.04GiB / 251.5GiB
stoic_beaver: CPU: 1527.00%, Memory: 20.04GiB / 251.5GiB
stoic_beaver: CPU: 1548.13%, Memory: 20.04GiB / 251.5GiB
stoic_beaver: CPU: 1582.54%, Memory: 20.04GiB / 251.5GiB
stoic_beaver: CPU: 1582.54%, Memory: 20.04GiB / 251.5GiB
stoic_beaver: CPU: 1581.35%, Memory: 20.04GiB / 251.5GiB
stoic_beaver: CPU: 1563.14%, Memory: 20.04GiB / 251.5GiB
stoic_beaver: CPU: 1519.56%, Memory: 20.04GiB / 251.5GiB
stoic_beaver: CPU: 1557.73%, Memory: 20.04GiB / 251.5GiB
stoic_beaver: CPU: 1536.49%, Memory: 20.04GiB / 251.5GiB
stoic_beaver: CPU: 1499.77%, Memory: 20.04GiB / 251.5GiB
stoic_beaver: CPU: 1541.00%, Memory: 20.04GiB / 251.5GiB
stoic_beaver: CPU: 1490.76%, Memory: 20.04GiB / 251.5GiB
stoic_beaver: CPU: 1584.93%, Memory: 20.04GiB / 251.5GiB
stoic_beaver: CPU: 1585.93%, Memory: 20.04GiB / 251.5GiB
stoic_beaver: CPU: 1544.29%, Memory: 20.04GiB / 251.5GiB
stoic_beaver: CPU: 1578.12%, Memory: 20.04GiB / 251.5GiB
stoic_beaver: CPU: 1587.92%, Memory: 20.04GiB / 251.5GiB
stoic_beaver: CPU: 1557.14%, Memory: 20.04GiB / 251.5GiB
stoic_beaver: CPU: 1549.20%, Memory: 20.04GiB / 251.5GiB
stoic_beaver: CPU: 1500.96%, Memory: 20.04GiB / 251.5GiB
stoic_beaver: CPU: 1516.68%, Memory: 20.04GiB / 251.5GiB
stoic_beaver: CPU: 1506.95%, Memory: 20.04GiB / 251.5GiB
stoic_beaver: CPU: 1551.17%, Memory: 20.04GiB / 251.5GiB
stoic_beaver: CPU: 1528.61%, Memory: 20.04GiB / 251.5GiB
stoic_beaver: CPU: 1483.62%, Memory: 20.04GiB / 251.5GiB
stoic_beaver: CPU: 1579.07%, Memory: 20.04GiB / 251.5GiB
stoic_beaver: CPU: 1587.60%, Memory: 20.04GiB / 251.5GiB
stoic_beaver: CPU: 1547.10%, Memory: 20.04GiB / 251.5GiB
stoic_beaver: CPU: 1570.84%, Memory: 20.04GiB / 251.5GiB
stoic_beaver: CPU: 1502.23%, Memory: 20.04GiB / 251.5GiB
stoic_beaver: CPU: 1507.27%, Memory: 20.04GiB / 251.5GiB
stoic_beaver: CPU: 1566.99%, Memory: 20.04GiB / 251.5GiB
stoic_beaver: CPU: 1531.48%, Memory: 20.04GiB / 251.5GiB
stoic_beaver: CPU: 1499.50%, Memory: 20.04GiB / 251.5GiB
stoic_beaver: CPU: 1526.08%, Memory: 20.04GiB / 251.5GiB
stoic_beaver: CPU: 1505.74%, Memory: 20.04GiB / 251.5GiB
stoic_beaver: CPU: 1510.42%, Memory: 20.04GiB / 251.5GiB
stoic_beaver: CPU: 1553.12%, Memory: 20.04GiB / 251.5GiB
stoic_beaver: CPU: 1133.47%, Memory: 11.61GiB / 251.5GiB
stoic_beaver: CPU: 1582.10%, Memory: 12.09GiB / 251.5GiB
stoic_beaver: CPU: 1546.15%, Memory: 12.09GiB / 251.5GiB
stoic_beaver: CPU: 1579.54%, Memory: 12.09GiB / 251.5GiB
stoic_beaver: CPU: 1562.76%, Memory: 12.09GiB / 251.5GiB
stoic_beaver: CPU: 1559.87%, Memory: 12.09GiB / 251.5GiB
stoic_beaver: CPU: 1578.44%, Memory: 12.09GiB / 251.5GiB
stoic_beaver: CPU: 1569.64%, Memory: 12.09GiB / 251.5GiB
stoic_beaver: CPU: 1557.02%, Memory: 12.09GiB / 251.5GiB
stoic_beaver: CPU: 1579.27%, Memory: 12.09GiB / 251.5GiB
stoic_beaver: CPU: 1585.45%, Memory: 12.09GiB / 251.5GiB
stoic_beaver: CPU: 1580.47%, Memory: 12.09GiB / 251.5GiB
stoic_beaver: CPU: 1549.63%, Memory: 12.09GiB / 251.5GiB
stoic_beaver: CPU: 1585.26%, Memory: 9.107GiB / 251.5GiB
stoic_beaver: CPU: 1582.56%, Memory: 9.107GiB / 251.5GiB
stoic_beaver: CPU: 1581.89%, Memory: 9.107GiB / 251.5GiB
stoic_beaver: CPU: 1581.74%, Memory: 9.107GiB / 251.5GiB
stoic_beaver: CPU: 1580.42%, Memory: 9.107GiB / 251.5GiB
stoic_beaver: CPU: 1581.30%, Memory: 9.107GiB / 251.5GiB
stoic_beaver: CPU: 1584.92%, Memory: 9.107GiB / 251.5GiB
stoic_beaver: CPU: 1584.21%, Memory: 9.107GiB / 251.5GiB
stoic_beaver: CPU: 1548.98%, Memory: 9.107GiB / 251.5GiB
stoic_beaver: CPU: 1486.39%, Memory: 9.107GiB / 251.5GiB
stoic_beaver: CPU: 1527.11%, Memory: 9.107GiB / 251.5GiB
stoic_beaver: CPU: 1550.45%, Memory: 9.107GiB / 251.5GiB
stoic_beaver: CPU: 100.74%, Memory: 12.68GiB / 251.5GiB
priceless_bose: CPU: 203.19%, Memory: 1.09GiB / 251.5GiB
priceless_bose: CPU: 99.93%, Memory: 3.761GiB / 251.5GiB
priceless_bose: CPU: 100.94%, Memory: 5.997GiB / 251.5GiB
priceless_bose: CPU: 99.87%, Memory: 3.178GiB / 251.5GiB
priceless_bose: CPU: 101.79%, Memory: 9.288GiB / 251.5GiB
priceless_bose: CPU: 1249.24%, Memory: 11.98GiB / 251.5GiB
priceless_bose: CPU: 1576.69%, Memory: 11.99GiB / 251.5GiB
priceless_bose: CPU: 1552.08%, Memory: 11.99GiB / 251.5GiB
priceless_bose: CPU: 1586.23%, Memory: 11.99GiB / 251.5GiB
priceless_bose: CPU: 1583.69%, Memory: 11.99GiB / 251.5GiB
priceless_bose: CPU: 1578.13%, Memory: 11.99GiB / 251.5GiB
priceless_bose: CPU: 1594.07%, Memory: 11.99GiB / 251.5GiB
priceless_bose: CPU: 1550.86%, Memory: 11.99GiB / 251.5GiB
priceless_bose: CPU: 1559.69%, Memory: 11.99GiB / 251.5GiB
priceless_bose: CPU: 1536.63%, Memory: 11.99GiB / 251.5GiB
priceless_bose: CPU: 1543.78%, Memory: 11.99GiB / 251.5GiB
priceless_bose: CPU: 1540.76%, Memory: 11.99GiB / 251.5GiB
priceless_bose: CPU: 1530.57%, Memory: 11.99GiB / 251.5GiB
priceless_bose: CPU: 1568.90%, Memory: 11.99GiB / 251.5GiB
priceless_bose: CPU: 1528.57%, Memory: 11.99GiB / 251.5GiB
priceless_bose: CPU: 1498.42%, Memory: 11.99GiB / 251.5GiB
priceless_bose: CPU: 1516.05%, Memory: 11.99GiB / 251.5GiB
priceless_bose: CPU: 1509.94%, Memory: 11.99GiB / 251.5GiB
priceless_bose: CPU: 1526.53%, Memory: 11.99GiB / 251.5GiB
priceless_bose: CPU: 1534.33%, Memory: 11.99GiB / 251.5GiB
priceless_bose: CPU: 1535.87%, Memory: 11.99GiB / 251.5GiB
priceless_bose: CPU: 1549.91%, Memory: 11.99GiB / 251.5GiB
priceless_bose: CPU: 1498.59%, Memory: 11.99GiB / 251.5GiB
priceless_bose: CPU: 1542.03%, Memory: 11.99GiB / 251.5GiB
priceless_bose: CPU: 1498.99%, Memory: 11.99GiB / 251.5GiB
priceless_bose: CPU: 1538.32%, Memory: 11.99GiB / 251.5GiB
priceless_bose: CPU: 1523.43%, Memory: 11.99GiB / 251.5GiB
priceless_bose: CPU: 1500.73%, Memory: 11.99GiB / 251.5GiB
priceless_bose: CPU: 1522.11%, Memory: 11.99GiB / 251.5GiB
priceless_bose: CPU: 1543.09%, Memory: 11.99GiB / 251.5GiB
priceless_bose: CPU: 1549.60%, Memory: 11.99GiB / 251.5GiB
priceless_bose: CPU: 1500.09%, Memory: 11.99GiB / 251.5GiB
priceless_bose: CPU: 1495.51%, Memory: 11.99GiB / 251.5GiB
priceless_bose: CPU: 1518.26%, Memory: 11.99GiB / 251.5GiB
priceless_bose: CPU: 1506.89%, Memory: 11.99GiB / 251.5GiB
priceless_bose: CPU: 1517.83%, Memory: 11.99GiB / 251.5GiB
priceless_bose: CPU: 1499.57%, Memory: 11.99GiB / 251.5GiB
priceless_bose: CPU: 1525.19%, Memory: 11.99GiB / 251.5GiB
priceless_bose: CPU: 1495.48%, Memory: 11.99GiB / 251.5GiB
priceless_bose: CPU: 1513.45%, Memory: 11.99GiB / 251.5GiB
priceless_bose: CPU: 1552.90%, Memory: 11.99GiB / 251.5GiB
priceless_bose: CPU: 1497.60%, Memory: 11.99GiB / 251.5GiB
priceless_bose: CPU: 1493.57%, Memory: 11.99GiB / 251.5GiB
priceless_bose: CPU: 1496.26%, Memory: 11.99GiB / 251.5GiB
priceless_bose: CPU: 1498.58%, Memory: 11.99GiB / 251.5GiB
priceless_bose: CPU: 1538.99%, Memory: 11.99GiB / 251.5GiB
priceless_bose: CPU: 1495.94%, Memory: 11.99GiB / 251.5GiB
priceless_bose: CPU: 1537.06%, Memory: 11.99GiB / 251.5GiB
priceless_bose: CPU: 1537.20%, Memory: 11.99GiB / 251.5GiB
priceless_bose: CPU: 1510.58%, Memory: 11.99GiB / 251.5GiB
priceless_bose: CPU: 1495.86%, Memory: 11.99GiB / 251.5GiB
priceless_bose: CPU: 1513.62%, Memory: 11.99GiB / 251.5GiB
priceless_bose: CPU: 1482.09%, Memory: 11.99GiB / 251.5GiB
priceless_bose: CPU: 1501.25%, Memory: 11.99GiB / 251.5GiB
priceless_bose: CPU: 1495.54%, Memory: 11.99GiB / 251.5GiB
priceless_bose: CPU: 1521.43%, Memory: 11.99GiB / 251.5GiB
priceless_bose: CPU: 1590.66%, Memory: 11.99GiB / 251.5GiB
priceless_bose: CPU: 1501.22%, Memory: 11.99GiB / 251.5GiB
priceless_bose: CPU: 1484.99%, Memory: 11.99GiB / 251.5GiB
priceless_bose: CPU: 1559.19%, Memory: 11.99GiB / 251.5GiB
priceless_bose: CPU: 1569.30%, Memory: 11.99GiB / 251.5GiB
priceless_bose: CPU: 1528.94%, Memory: 11.99GiB / 251.5GiB
priceless_bose: CPU: 1494.30%, Memory: 11.99GiB / 251.5GiB
priceless_bose: CPU: 1518.36%, Memory: 11.99GiB / 251.5GiB
priceless_bose: CPU: 1513.26%, Memory: 11.99GiB / 251.5GiB
priceless_bose: CPU: 1521.91%, Memory: 11.99GiB / 251.5GiB
priceless_bose: CPU: 1519.03%, Memory: 11.99GiB / 251.5GiB
priceless_bose: CPU: 1495.89%, Memory: 11.99GiB / 251.5GiB
priceless_bose: CPU: 1545.54%, Memory: 11.99GiB / 251.5GiB
priceless_bose: CPU: 1529.18%, Memory: 11.99GiB / 251.5GiB
priceless_bose: CPU: 1527.29%, Memory: 11.99GiB / 251.5GiB
priceless_bose: CPU: 1542.42%, Memory: 11.99GiB / 251.5GiB
priceless_bose: CPU: 1519.28%, Memory: 11.99GiB / 251.5GiB
priceless_bose: CPU: 1492.68%, Memory: 11.99GiB / 251.5GiB
priceless_bose: CPU: 1506.82%, Memory: 11.99GiB / 251.5GiB
priceless_bose: CPU: 1530.18%, Memory: 11.99GiB / 251.5GiB
priceless_bose: CPU: 1512.77%, Memory: 11.99GiB / 251.5GiB
priceless_bose: CPU: 1489.77%, Memory: 11.99GiB / 251.5GiB
priceless_bose: CPU: 1517.87%, Memory: 11.99GiB / 251.5GiB
priceless_bose: CPU: 1506.57%, Memory: 11.99GiB / 251.5GiB
