jovial_villani: CPU: 159.52%, Memory: 1.496GiB / 251.5GiB
amazing_lewin: CPU: 1472.58%, Memory: 1.497GiB / 251.5GiB
amazing_lewin: CPU: 1430.01%, Memory: 1.497GiB / 251.5GiB
amazing_lewin: CPU: 1470.17%, Memory: 1.497GiB / 251.5GiB
amazing_lewin: CPU: 1499.80%, Memory: 1.497GiB / 251.5GiB
amazing_lewin: CPU: 1476.98%, Memory: 1.497GiB / 251.5GiB
amazing_lewin: CPU: 1432.19%, Memory: 1.497GiB / 251.5GiB
amazing_lewin: CPU: 1487.73%, Memory: 1.497GiB / 251.5GiB
amazing_lewin: CPU: 1475.64%, Memory: 1.497GiB / 251.5GiB
amazing_lewin: CPU: 1463.80%, Memory: 1.497GiB / 251.5GiB
amazing_lewin: CPU: 1374.62%, Memory: 1.497GiB / 251.5GiB
amazing_lewin: CPU: 1455.64%, Memory: 1.497GiB / 251.5GiB
amazing_lewin: CPU: 1469.55%, Memory: 1.497GiB / 251.5GiB
amazing_lewin: CPU: 1472.64%, Memory: 1.497GiB / 251.5GiB
amazing_lewin: CPU: 1499.34%, Memory: 1.497GiB / 251.5GiB
amazing_lewin: CPU: 1428.24%, Memory: 1.497GiB / 251.5GiB
amazing_lewin: CPU: 1500.65%, Memory: 1.497GiB / 251.5GiB
amazing_lewin: CPU: 1515.54%, Memory: 1.497GiB / 251.5GiB
amazing_lewin: CPU: 1497.04%, Memory: 1.497GiB / 251.5GiB
amazing_lewin: CPU: 1472.32%, Memory: 1.497GiB / 251.5GiB
amazing_lewin: CPU: 1445.12%, Memory: 1.497GiB / 251.5GiB
amazing_lewin: CPU: 1404.24%, Memory: 1.497GiB / 251.5GiB
amazing_lewin: CPU: 1391.39%, Memory: 1.497GiB / 251.5GiB
amazing_lewin: CPU: 1311.87%, Memory: 1.497GiB / 251.5GiB
amazing_lewin: CPU: 1427.15%, Memory: 1.497GiB / 251.5GiB
amazing_lewin: CPU: 1480.54%, Memory: 1.497GiB / 251.5GiB
amazing_lewin: CPU: 1520.72%, Memory: 1.497GiB / 251.5GiB
amazing_lewin: CPU: 1427.42%, Memory: 1.497GiB / 251.5GiB
amazing_lewin: CPU: 1404.82%, Memory: 1.497GiB / 251.5GiB
amazing_lewin: CPU: 1415.42%, Memory: 1.497GiB / 251.5GiB
amazing_lewin: CPU: 1466.54%, Memory: 1.497GiB / 251.5GiB
amazing_lewin: CPU: 1489.15%, Memory: 1.497GiB / 251.5GiB
amazing_lewin: CPU: 1408.37%, Memory: 1.497GiB / 251.5GiB
amazing_lewin: CPU: 1476.62%, Memory: 1.497GiB / 251.5GiB
amazing_lewin: CPU: 1457.72%, Memory: 1.497GiB / 251.5GiB
amazing_lewin: CPU: 1476.11%, Memory: 1.497GiB / 251.5GiB
amazing_lewin: CPU: 1466.93%, Memory: 1.497GiB / 251.5GiB
amazing_lewin: CPU: 1426.94%, Memory: 1.497GiB / 251.5GiB
amazing_lewin: CPU: 1478.72%, Memory: 1.497GiB / 251.5GiB
amazing_lewin: CPU: 1460.99%, Memory: 1.497GiB / 251.5GiB
amazing_lewin: CPU: 1401.05%, Memory: 1.497GiB / 251.5GiB
amazing_lewin: CPU: 1490.81%, Memory: 1.497GiB / 251.5GiB
amazing_lewin: CPU: 1458.89%, Memory: 1.497GiB / 251.5GiB
amazing_lewin: CPU: 1443.99%, Memory: 1.497GiB / 251.5GiB
amazing_lewin: CPU: 1493.53%, Memory: 1.497GiB / 251.5GiB
amazing_lewin: CPU: 1463.93%, Memory: 1.497GiB / 251.5GiB
amazing_lewin: CPU: 1480.12%, Memory: 1.497GiB / 251.5GiB
amazing_lewin: CPU: 1504.47%, Memory: 1.497GiB / 251.5GiB
amazing_lewin: CPU: 1446.69%, Memory: 1.497GiB / 251.5GiB
amazing_lewin: CPU: 1513.40%, Memory: 1.497GiB / 251.5GiB
amazing_lewin: CPU: 1494.43%, Memory: 1.497GiB / 251.5GiB
amazing_lewin: CPU: 1460.44%, Memory: 1.497GiB / 251.5GiB
amazing_lewin: CPU: 1491.80%, Memory: 1.497GiB / 251.5GiB
amazing_lewin: CPU: 1427.65%, Memory: 1.497GiB / 251.5GiB
amazing_lewin: CPU: 1519.28%, Memory: 1.497GiB / 251.5GiB
amazing_lewin: CPU: 1507.35%, Memory: 1.497GiB / 251.5GiB
amazing_lewin: CPU: 1510.36%, Memory: 1.497GiB / 251.5GiB
amazing_lewin: CPU: 1469.88%, Memory: 1.497GiB / 251.5GiB
amazing_lewin: CPU: 1526.44%, Memory: 1.497GiB / 251.5GiB
amazing_lewin: CPU: 1438.61%, Memory: 1.497GiB / 251.5GiB
amazing_lewin: CPU: 1472.12%, Memory: 1.497GiB / 251.5GiB
amazing_lewin: CPU: 1405.92%, Memory: 1.497GiB / 251.5GiB
amazing_lewin: CPU: 1478.45%, Memory: 1.497GiB / 251.5GiB
amazing_lewin: CPU: 1502.09%, Memory: 1.497GiB / 251.5GiB
amazing_lewin: CPU: 1404.82%, Memory: 1.497GiB / 251.5GiB
amazing_lewin: CPU: 1460.66%, Memory: 1.497GiB / 251.5GiB
amazing_lewin: CPU: 1512.80%, Memory: 1.497GiB / 251.5GiB
amazing_lewin: CPU: 1483.83%, Memory: 1.497GiB / 251.5GiB
amazing_lewin: CPU: 1481.86%, Memory: 1.497GiB / 251.5GiB
amazing_lewin: CPU: 1461.94%, Memory: 1.497GiB / 251.5GiB
amazing_lewin: CPU: 1475.37%, Memory: 1.497GiB / 251.5GiB
amazing_lewin: CPU: 1384.87%, Memory: 1.497GiB / 251.5GiB
amazing_lewin: CPU: 1497.48%, Memory: 1.497GiB / 251.5GiB
amazing_lewin: CPU: 1469.27%, Memory: 1.497GiB / 251.5GiB
amazing_lewin: CPU: 1289.80%, Memory: 1.497GiB / 251.5GiB
amazing_lewin: CPU: 900.55%, Memory: 2.282GiB / 251.5GiB
amazing_lewin: CPU: 1554.73%, Memory: 2.281GiB / 251.5GiB
strange_williams: CPU: 163.79%, Memory: 1.495GiB / 251.5GiB
strange_williams: CPU: 99.77%, Memory: 1.495GiB / 251.5GiB
strange_williams: CPU: 99.68%, Memory: 1.495GiB / 251.5GiB
strange_williams: CPU: 100.15%, Memory: 1.495GiB / 251.5GiB
strange_williams: CPU: 101.54%, Memory: 1.495GiB / 251.5GiB
strange_williams: CPU: 100.63%, Memory: 1.495GiB / 251.5GiB
strange_williams: CPU: 1463.27%, Memory: 1.497GiB / 251.5GiB
strange_williams: CPU: 1476.94%, Memory: 1.497GiB / 251.5GiB
strange_williams: CPU: 1430.34%, Memory: 1.497GiB / 251.5GiB
strange_williams: CPU: 1517.26%, Memory: 1.497GiB / 251.5GiB
strange_williams: CPU: 1550.85%, Memory: 1.497GiB / 251.5GiB
strange_williams: CPU: 1465.00%, Memory: 1.497GiB / 251.5GiB
strange_williams: CPU: 1412.24%, Memory: 1.497GiB / 251.5GiB
strange_williams: CPU: 1543.49%, Memory: 1.497GiB / 251.5GiB
strange_williams: CPU: 1503.20%, Memory: 1.497GiB / 251.5GiB
strange_williams: CPU: 1510.74%, Memory: 1.497GiB / 251.5GiB
strange_williams: CPU: 1453.29%, Memory: 1.497GiB / 251.5GiB
strange_williams: CPU: 1439.45%, Memory: 1.497GiB / 251.5GiB
strange_williams: CPU: 1476.73%, Memory: 1.497GiB / 251.5GiB
strange_williams: CPU: 1463.42%, Memory: 1.497GiB / 251.5GiB
strange_williams: CPU: 1520.00%, Memory: 1.497GiB / 251.5GiB
strange_williams: CPU: 1548.99%, Memory: 1.497GiB / 251.5GiB
strange_williams: CPU: 1469.49%, Memory: 1.497GiB / 251.5GiB
strange_williams: CPU: 1484.34%, Memory: 1.497GiB / 251.5GiB
strange_williams: CPU: 1412.82%, Memory: 1.497GiB / 251.5GiB
strange_williams: CPU: 1493.59%, Memory: 1.497GiB / 251.5GiB
strange_williams: CPU: 1544.31%, Memory: 1.497GiB / 251.5GiB
strange_williams: CPU: 1448.86%, Memory: 1.497GiB / 251.5GiB
strange_williams: CPU: 1507.82%, Memory: 1.497GiB / 251.5GiB
strange_williams: CPU: 1481.81%, Memory: 1.497GiB / 251.5GiB
strange_williams: CPU: 1311.00%, Memory: 1.497GiB / 251.5GiB
strange_williams: CPU: 1441.95%, Memory: 1.497GiB / 251.5GiB
strange_williams: CPU: 1366.39%, Memory: 1.497GiB / 251.5GiB
strange_williams: CPU: 1466.18%, Memory: 1.497GiB / 251.5GiB
strange_williams: CPU: 1537.99%, Memory: 1.497GiB / 251.5GiB
strange_williams: CPU: 1472.58%, Memory: 1.497GiB / 251.5GiB
strange_williams: CPU: 1296.43%, Memory: 1.497GiB / 251.5GiB
strange_williams: CPU: 1532.53%, Memory: 1.497GiB / 251.5GiB
strange_williams: CPU: 1475.34%, Memory: 1.497GiB / 251.5GiB
strange_williams: CPU: 1479.40%, Memory: 1.497GiB / 251.5GiB
strange_williams: CPU: 1518.95%, Memory: 1.497GiB / 251.5GiB
strange_williams: CPU: 1511.45%, Memory: 1.497GiB / 251.5GiB
strange_williams: CPU: 1507.20%, Memory: 1.497GiB / 251.5GiB
strange_williams: CPU: 1454.98%, Memory: 1.497GiB / 251.5GiB
strange_williams: CPU: 1405.70%, Memory: 1.497GiB / 251.5GiB
strange_williams: CPU: 1457.70%, Memory: 1.497GiB / 251.5GiB
strange_williams: CPU: 1417.15%, Memory: 1.497GiB / 251.5GiB
strange_williams: CPU: 1472.67%, Memory: 1.497GiB / 251.5GiB
strange_williams: CPU: 1505.22%, Memory: 1.497GiB / 251.5GiB
strange_williams: CPU: 1463.06%, Memory: 1.497GiB / 251.5GiB
strange_williams: CPU: 1386.24%, Memory: 1.497GiB / 251.5GiB
strange_williams: CPU: 1474.69%, Memory: 1.497GiB / 251.5GiB
strange_williams: CPU: 1455.34%, Memory: 1.497GiB / 251.5GiB
strange_williams: CPU: 1515.46%, Memory: 1.497GiB / 251.5GiB
strange_williams: CPU: 1514.79%, Memory: 1.497GiB / 251.5GiB
strange_williams: CPU: 1533.25%, Memory: 1.497GiB / 251.5GiB
strange_williams: CPU: 1516.81%, Memory: 1.497GiB / 251.5GiB
strange_williams: CPU: 1468.31%, Memory: 1.497GiB / 251.5GiB
strange_williams: CPU: 1478.49%, Memory: 1.497GiB / 251.5GiB
strange_williams: CPU: 1510.43%, Memory: 1.497GiB / 251.5GiB
strange_williams: CPU: 1431.23%, Memory: 1.497GiB / 251.5GiB
strange_williams: CPU: 1393.63%, Memory: 1.497GiB / 251.5GiB
strange_williams: CPU: 1429.26%, Memory: 1.497GiB / 251.5GiB
strange_williams: CPU: 1436.38%, Memory: 1.497GiB / 251.5GiB
strange_williams: CPU: 1445.23%, Memory: 1.497GiB / 251.5GiB
strange_williams: CPU: 1493.60%, Memory: 1.497GiB / 251.5GiB
strange_williams: CPU: 1528.82%, Memory: 1.497GiB / 251.5GiB
strange_williams: CPU: 1476.64%, Memory: 1.497GiB / 251.5GiB
strange_williams: CPU: 1545.64%, Memory: 1.497GiB / 251.5GiB
strange_williams: CPU: 1512.00%, Memory: 1.497GiB / 251.5GiB
strange_williams: CPU: 1446.00%, Memory: 1.497GiB / 251.5GiB
strange_williams: CPU: 1483.29%, Memory: 1.497GiB / 251.5GiB
strange_williams: CPU: 1473.14%, Memory: 1.497GiB / 251.5GiB
strange_williams: CPU: 1519.17%, Memory: 1.497GiB / 251.5GiB
strange_williams: CPU: 1503.73%, Memory: 1.497GiB / 251.5GiB
strange_williams: CPU: 1503.22%, Memory: 1.497GiB / 251.5GiB
strange_williams: CPU: 1414.65%, Memory: 1.497GiB / 251.5GiB
strange_williams: CPU: 1465.26%, Memory: 1.497GiB / 251.5GiB
strange_williams: CPU: 1475.37%, Memory: 1.497GiB / 251.5GiB
strange_williams: CPU: 1493.52%, Memory: 1.497GiB / 251.5GiB
strange_williams: CPU: 1500.90%, Memory: 1.497GiB / 251.5GiB
strange_williams: CPU: 1484.06%, Memory: 1.497GiB / 251.5GiB
strange_williams: CPU: 1453.74%, Memory: 1.497GiB / 251.5GiB
strange_williams: CPU: 1439.27%, Memory: 1.497GiB / 251.5GiB
strange_williams: CPU: 1484.84%, Memory: 1.497GiB / 251.5GiB
strange_williams: CPU: 1549.16%, Memory: 1.497GiB / 251.5GiB
strange_williams: CPU: 1462.76%, Memory: 1.497GiB / 251.5GiB
strange_williams: CPU: 1550.86%, Memory: 1.497GiB / 251.5GiB
strange_williams: CPU: 1456.65%, Memory: 1.497GiB / 251.5GiB
strange_williams: CPU: 1517.50%, Memory: 1.497GiB / 251.5GiB
strange_williams: CPU: 1279.43%, Memory: 1.497GiB / 251.5GiB
strange_williams: CPU: 1514.00%, Memory: 1.497GiB / 251.5GiB
strange_williams: CPU: 1476.45%, Memory: 1.497GiB / 251.5GiB
strange_williams: CPU: 1406.63%, Memory: 1.497GiB / 251.5GiB
strange_williams: CPU: 1470.74%, Memory: 1.497GiB / 251.5GiB
strange_williams: CPU: 1502.28%, Memory: 1.497GiB / 251.5GiB
strange_williams: CPU: 1489.63%, Memory: 1.497GiB / 251.5GiB
strange_williams: CPU: 1475.60%, Memory: 1.497GiB / 251.5GiB
strange_williams: CPU: 1448.58%, Memory: 1.497GiB / 251.5GiB
strange_williams: CPU: 1489.11%, Memory: 1.497GiB / 251.5GiB
strange_williams: CPU: 1503.72%, Memory: 1.497GiB / 251.5GiB
strange_williams: CPU: 1494.93%, Memory: 1.497GiB / 251.5GiB
strange_williams: CPU: 1450.10%, Memory: 1.497GiB / 251.5GiB
strange_williams: CPU: 1446.09%, Memory: 1.497GiB / 251.5GiB
strange_williams: CPU: 1457.47%, Memory: 1.497GiB / 251.5GiB
strange_williams: CPU: 1505.46%, Memory: 1.497GiB / 251.5GiB
strange_williams: CPU: 1497.05%, Memory: 1.497GiB / 251.5GiB
strange_williams: CPU: 1477.15%, Memory: 1.497GiB / 251.5GiB
strange_williams: CPU: 1471.18%, Memory: 1.497GiB / 251.5GiB
strange_williams: CPU: 1448.12%, Memory: 1.497GiB / 251.5GiB
strange_williams: CPU: 1497.77%, Memory: 1.497GiB / 251.5GiB
strange_williams: CPU: 1520.60%, Memory: 1.497GiB / 251.5GiB
strange_williams: CPU: 1506.02%, Memory: 1.497GiB / 251.5GiB
strange_williams: CPU: 1455.73%, Memory: 1.497GiB / 251.5GiB
strange_williams: CPU: 1491.19%, Memory: 1.497GiB / 251.5GiB
strange_williams: CPU: 1492.02%, Memory: 1.497GiB / 251.5GiB
strange_williams: CPU: 1405.07%, Memory: 1.497GiB / 251.5GiB
strange_williams: CPU: 1438.08%, Memory: 1.497GiB / 251.5GiB
strange_williams: CPU: 1464.05%, Memory: 1.497GiB / 251.5GiB
strange_williams: CPU: 1449.45%, Memory: 1.497GiB / 251.5GiB
strange_williams: CPU: 1460.39%, Memory: 1.497GiB / 251.5GiB
strange_williams: CPU: 1495.11%, Memory: 1.497GiB / 251.5GiB
strange_williams: CPU: 1463.44%, Memory: 1.497GiB / 251.5GiB
strange_williams: CPU: 1492.01%, Memory: 1.497GiB / 251.5GiB
strange_williams: CPU: 1478.16%, Memory: 1.497GiB / 251.5GiB
strange_williams: CPU: 1481.94%, Memory: 1.497GiB / 251.5GiB
strange_williams: CPU: 1431.54%, Memory: 1.497GiB / 251.5GiB
strange_williams: CPU: 1487.38%, Memory: 1.497GiB / 251.5GiB
strange_williams: CPU: 1507.20%, Memory: 1.497GiB / 251.5GiB
strange_williams: CPU: 1466.61%, Memory: 1.497GiB / 251.5GiB
strange_williams: CPU: 1504.48%, Memory: 1.497GiB / 251.5GiB
strange_williams: CPU: 1456.57%, Memory: 1.497GiB / 251.5GiB
strange_williams: CPU: 1366.40%, Memory: 1.497GiB / 251.5GiB
strange_williams: CPU: 1205.21%, Memory: 1.497GiB / 251.5GiB
strange_williams: CPU: 1459.63%, Memory: 1.497GiB / 251.5GiB
strange_williams: CPU: 1430.62%, Memory: 1.497GiB / 251.5GiB
strange_williams: CPU: 1458.30%, Memory: 1.497GiB / 251.5GiB
strange_williams: CPU: 1514.55%, Memory: 1.497GiB / 251.5GiB
strange_williams: CPU: 1489.44%, Memory: 1.497GiB / 251.5GiB
strange_williams: CPU: 1398.88%, Memory: 1.497GiB / 251.5GiB
strange_williams: CPU: 1406.07%, Memory: 1.497GiB / 251.5GiB
strange_williams: CPU: 1449.26%, Memory: 1.497GiB / 251.5GiB
strange_williams: CPU: 1527.86%, Memory: 1.497GiB / 251.5GiB
strange_williams: CPU: 1489.80%, Memory: 1.497GiB / 251.5GiB
strange_williams: CPU: 1449.36%, Memory: 1.497GiB / 251.5GiB
strange_williams: CPU: 1460.71%, Memory: 1.497GiB / 251.5GiB
strange_williams: CPU: 1436.32%, Memory: 1.497GiB / 251.5GiB
strange_williams: CPU: 1432.87%, Memory: 1.497GiB / 251.5GiB
strange_williams: CPU: 1480.60%, Memory: 1.497GiB / 251.5GiB
strange_williams: CPU: 1493.78%, Memory: 1.497GiB / 251.5GiB
strange_williams: CPU: 1478.64%, Memory: 1.497GiB / 251.5GiB
strange_williams: CPU: 1446.90%, Memory: 1.497GiB / 251.5GiB
strange_williams: CPU: 1405.70%, Memory: 1.497GiB / 251.5GiB
strange_williams: CPU: 1478.35%, Memory: 1.497GiB / 251.5GiB
strange_williams: CPU: 1438.68%, Memory: 1.497GiB / 251.5GiB
strange_williams: CPU: 1278.71%, Memory: 1.497GiB / 251.5GiB
strange_williams: CPU: 1513.58%, Memory: 1.497GiB / 251.5GiB
strange_williams: CPU: 1522.71%, Memory: 1.497GiB / 251.5GiB
strange_williams: CPU: 1472.70%, Memory: 1.497GiB / 251.5GiB
strange_williams: CPU: 1451.45%, Memory: 1.497GiB / 251.5GiB
strange_williams: CPU: 1511.91%, Memory: 1.497GiB / 251.5GiB
strange_williams: CPU: 1421.07%, Memory: 1.497GiB / 251.5GiB
strange_williams: CPU: 1527.34%, Memory: 1.497GiB / 251.5GiB
strange_williams: CPU: 1532.20%, Memory: 1.497GiB / 251.5GiB
strange_williams: CPU: 1324.50%, Memory: 1.497GiB / 251.5GiB
strange_williams: CPU: 1459.31%, Memory: 1.497GiB / 251.5GiB
strange_williams: CPU: 1474.70%, Memory: 1.497GiB / 251.5GiB
strange_williams: CPU: 1423.28%, Memory: 1.497GiB / 251.5GiB
strange_williams: CPU: 1461.36%, Memory: 1.497GiB / 251.5GiB
strange_williams: CPU: 1462.53%, Memory: 1.497GiB / 251.5GiB
strange_williams: CPU: 1503.71%, Memory: 1.497GiB / 251.5GiB
strange_williams: CPU: 1428.13%, Memory: 1.497GiB / 251.5GiB
strange_williams: CPU: 1514.43%, Memory: 1.497GiB / 251.5GiB
strange_williams: CPU: 1435.08%, Memory: 1.497GiB / 251.5GiB
strange_williams: CPU: 1445.64%, Memory: 1.497GiB / 251.5GiB
strange_williams: CPU: 1544.49%, Memory: 1.497GiB / 251.5GiB
strange_williams: CPU: 1478.18%, Memory: 1.497GiB / 251.5GiB
strange_williams: CPU: 1479.33%, Memory: 1.497GiB / 251.5GiB
strange_williams: CPU: 1520.91%, Memory: 1.497GiB / 251.5GiB
strange_williams: CPU: 1518.83%, Memory: 1.497GiB / 251.5GiB
strange_williams: CPU: 1542.98%, Memory: 1.497GiB / 251.5GiB
strange_williams: CPU: 1511.98%, Memory: 1.497GiB / 251.5GiB
strange_williams: CPU: 1543.67%, Memory: 1.497GiB / 251.5GiB
strange_williams: CPU: 1447.31%, Memory: 1.497GiB / 251.5GiB
strange_williams: CPU: 1496.99%, Memory: 1.497GiB / 251.5GiB
strange_williams: CPU: 1494.19%, Memory: 1.497GiB / 251.5GiB
strange_williams: CPU: 1488.30%, Memory: 1.497GiB / 251.5GiB
strange_williams: CPU: 1537.62%, Memory: 1.497GiB / 251.5GiB
strange_williams: CPU: 1483.69%, Memory: 1.497GiB / 251.5GiB
strange_williams: CPU: 1534.09%, Memory: 1.497GiB / 251.5GiB
strange_williams: CPU: 1462.20%, Memory: 1.497GiB / 251.5GiB
strange_williams: CPU: 1463.94%, Memory: 1.497GiB / 251.5GiB
strange_williams: CPU: 1522.35%, Memory: 1.497GiB / 251.5GiB
strange_williams: CPU: 1453.55%, Memory: 1.497GiB / 251.5GiB
strange_williams: CPU: 1449.71%, Memory: 1.497GiB / 251.5GiB
strange_williams: CPU: 1474.36%, Memory: 1.497GiB / 251.5GiB
strange_williams: CPU: 1423.11%, Memory: 1.497GiB / 251.5GiB
strange_williams: CPU: 1136.46%, Memory: 1.497GiB / 251.5GiB
strange_williams: CPU: 1476.63%, Memory: 1.497GiB / 251.5GiB
strange_williams: CPU: 1456.12%, Memory: 1.497GiB / 251.5GiB
strange_williams: CPU: 1459.68%, Memory: 1.497GiB / 251.5GiB
strange_williams: CPU: 1464.49%, Memory: 1.497GiB / 251.5GiB
strange_williams: CPU: 1497.32%, Memory: 1.497GiB / 251.5GiB
strange_williams: CPU: 1531.58%, Memory: 1.497GiB / 251.5GiB
strange_williams: CPU: 1327.47%, Memory: 1.497GiB / 251.5GiB
strange_williams: CPU: 1513.77%, Memory: 1.497GiB / 251.5GiB
strange_williams: CPU: 1459.17%, Memory: 1.497GiB / 251.5GiB
strange_williams: CPU: 1456.21%, Memory: 1.497GiB / 251.5GiB
strange_williams: CPU: 1507.97%, Memory: 1.497GiB / 251.5GiB
strange_williams: CPU: 1426.79%, Memory: 1.497GiB / 251.5GiB
strange_williams: CPU: 1425.39%, Memory: 1.497GiB / 251.5GiB
strange_williams: CPU: 1495.61%, Memory: 1.497GiB / 251.5GiB
strange_williams: CPU: 1509.06%, Memory: 1.497GiB / 251.5GiB
strange_williams: CPU: 1448.06%, Memory: 1.497GiB / 251.5GiB
strange_williams: CPU: 1466.37%, Memory: 1.497GiB / 251.5GiB
strange_williams: CPU: 1494.18%, Memory: 1.497GiB / 251.5GiB
strange_williams: CPU: 1248.22%, Memory: 1.497GiB / 251.5GiB
strange_williams: CPU: 1472.42%, Memory: 1.497GiB / 251.5GiB
strange_williams: CPU: 1502.01%, Memory: 1.497GiB / 251.5GiB
strange_williams: CPU: 1436.62%, Memory: 1.497GiB / 251.5GiB
strange_williams: CPU: 1399.32%, Memory: 1.497GiB / 251.5GiB
strange_williams: CPU: 1389.94%, Memory: 1.497GiB / 251.5GiB
strange_williams: CPU: 1509.12%, Memory: 1.497GiB / 251.5GiB
strange_williams: CPU: 1378.13%, Memory: 1.497GiB / 251.5GiB
strange_williams: CPU: 1490.05%, Memory: 1.497GiB / 251.5GiB
strange_williams: CPU: 1447.09%, Memory: 1.497GiB / 251.5GiB
strange_williams: CPU: 1518.01%, Memory: 1.497GiB / 251.5GiB
strange_williams: CPU: 1449.46%, Memory: 1.497GiB / 251.5GiB
strange_williams: CPU: 1422.12%, Memory: 1.497GiB / 251.5GiB
strange_williams: CPU: 1531.20%, Memory: 1.497GiB / 251.5GiB
strange_williams: CPU: 1502.89%, Memory: 1.497GiB / 251.5GiB
strange_williams: CPU: 1544.75%, Memory: 1.497GiB / 251.5GiB
strange_williams: CPU: 1443.18%, Memory: 1.497GiB / 251.5GiB
strange_williams: CPU: 1488.61%, Memory: 1.497GiB / 251.5GiB
strange_williams: CPU: 1537.36%, Memory: 1.497GiB / 251.5GiB
strange_williams: CPU: 1540.11%, Memory: 1.497GiB / 251.5GiB
strange_williams: CPU: 1491.03%, Memory: 1.497GiB / 251.5GiB
strange_williams: CPU: 1460.17%, Memory: 1.497GiB / 251.5GiB
strange_williams: CPU: 1476.05%, Memory: 1.497GiB / 251.5GiB
strange_williams: CPU: 1454.49%, Memory: 1.497GiB / 251.5GiB
strange_williams: CPU: 1490.24%, Memory: 1.497GiB / 251.5GiB
strange_williams: CPU: 1505.22%, Memory: 1.497GiB / 251.5GiB
strange_williams: CPU: 1515.84%, Memory: 1.497GiB / 251.5GiB
strange_williams: CPU: 1474.66%, Memory: 1.497GiB / 251.5GiB
strange_williams: CPU: 1449.11%, Memory: 1.497GiB / 251.5GiB
strange_williams: CPU: 1521.48%, Memory: 1.497GiB / 251.5GiB
strange_williams: CPU: 1481.91%, Memory: 1.497GiB / 251.5GiB
strange_williams: CPU: 1463.68%, Memory: 1.497GiB / 251.5GiB
strange_williams: CPU: 1556.65%, Memory: 1.497GiB / 251.5GiB
strange_williams: CPU: 1534.29%, Memory: 1.497GiB / 251.5GiB
strange_williams: CPU: 1488.94%, Memory: 1.497GiB / 251.5GiB
strange_williams: CPU: 1461.28%, Memory: 1.497GiB / 251.5GiB
strange_williams: CPU: 1468.39%, Memory: 1.497GiB / 251.5GiB
strange_williams: CPU: 1477.28%, Memory: 1.497GiB / 251.5GiB
strange_williams: CPU: 1462.89%, Memory: 1.497GiB / 251.5GiB
strange_williams: CPU: 1499.82%, Memory: 1.497GiB / 251.5GiB
strange_williams: CPU: 1517.72%, Memory: 1.497GiB / 251.5GiB
strange_williams: CPU: 1477.40%, Memory: 1.497GiB / 251.5GiB
strange_williams: CPU: 1444.91%, Memory: 1.497GiB / 251.5GiB
strange_williams: CPU: 1471.05%, Memory: 1.497GiB / 251.5GiB
strange_williams: CPU: 1452.67%, Memory: 1.497GiB / 251.5GiB
strange_williams: CPU: 1489.60%, Memory: 1.497GiB / 251.5GiB
strange_williams: CPU: 1451.98%, Memory: 1.497GiB / 251.5GiB
strange_williams: CPU: 1522.90%, Memory: 1.497GiB / 251.5GiB
strange_williams: CPU: 1431.66%, Memory: 1.497GiB / 251.5GiB
strange_williams: CPU: 1448.13%, Memory: 1.497GiB / 251.5GiB
strange_williams: CPU: 1481.71%, Memory: 1.497GiB / 251.5GiB
strange_williams: CPU: 1430.73%, Memory: 1.497GiB / 251.5GiB
strange_williams: CPU: 1435.75%, Memory: 1.497GiB / 251.5GiB
strange_williams: CPU: 1463.25%, Memory: 1.497GiB / 251.5GiB
strange_williams: CPU: 1533.11%, Memory: 1.497GiB / 251.5GiB
strange_williams: CPU: 1419.95%, Memory: 1.497GiB / 251.5GiB
strange_williams: CPU: 1478.66%, Memory: 1.497GiB / 251.5GiB
strange_williams: CPU: 1481.06%, Memory: 1.497GiB / 251.5GiB
strange_williams: CPU: 1467.71%, Memory: 1.497GiB / 251.5GiB
strange_williams: CPU: 1464.37%, Memory: 1.497GiB / 251.5GiB
strange_williams: CPU: 1425.15%, Memory: 1.497GiB / 251.5GiB
strange_williams: CPU: 1446.46%, Memory: 1.497GiB / 251.5GiB
strange_williams: CPU: 1408.49%, Memory: 1.497GiB / 251.5GiB
strange_williams: CPU: 1391.56%, Memory: 1.497GiB / 251.5GiB
strange_williams: CPU: 1476.21%, Memory: 1.497GiB / 251.5GiB
strange_williams: CPU: 1395.30%, Memory: 1.497GiB / 251.5GiB
strange_williams: CPU: 1436.67%, Memory: 1.497GiB / 251.5GiB
strange_williams: CPU: 1457.26%, Memory: 1.497GiB / 251.5GiB
strange_williams: CPU: 1452.40%, Memory: 1.497GiB / 251.5GiB
strange_williams: CPU: 1430.19%, Memory: 1.497GiB / 251.5GiB
strange_williams: CPU: 1420.93%, Memory: 1.497GiB / 251.5GiB
strange_williams: CPU: 1444.67%, Memory: 1.497GiB / 251.5GiB
strange_williams: CPU: 1413.52%, Memory: 1.497GiB / 251.5GiB
strange_williams: CPU: 1419.86%, Memory: 1.497GiB / 251.5GiB
strange_williams: CPU: 1455.19%, Memory: 1.497GiB / 251.5GiB
strange_williams: CPU: 1488.18%, Memory: 1.497GiB / 251.5GiB
strange_williams: CPU: 1577.82%, Memory: 2.281GiB / 251.5GiB
heuristic_curran: CPU: 150.75%, Memory: 1.495GiB / 251.5GiB
heuristic_curran: CPU: 100.14%, Memory: 1.495GiB / 251.5GiB
heuristic_curran: CPU: 100.25%, Memory: 1.495GiB / 251.5GiB
heuristic_curran: CPU: 99.56%, Memory: 1.495GiB / 251.5GiB
